,CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Num,Side,Missing_Cabin,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e
1703,0.0,1.8950784,0.0,6.7747507,-0.28731406,4.163611,-0.2313144,-0.26902264,-0.44881546,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
7888,1.0,-0.6156918,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,1.4836531,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4201,0.0,0.15148799,0.0,-0.3057256,-0.28731406,-0.29081702,-1.26050415e-08,-0.25402078,0.28096873,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
491,1.0,-0.1972301,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,-0.98399055,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6675,1.0,1.5463604,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,1.0710818,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5929,0.0,-0.47620457,0.0,-0.34058988,-0.28731406,-0.29081702,-0.233982,0.30722475,0.84338915,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
218,1.0,-0.12748648,0.0,-0.34058988,3.796084e-09,-0.29081702,-0.27666342,-0.26902264,-1.0715647,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
7628,0.0,-0.6156918,0.0,-0.34058988,-0.19824916,-0.29081702,2.860421,-0.18783617,1.4213781,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
7637,1.0,-0.6854354,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,1.4116477,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5338,0.0,-1.3828716,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,5.235557e-09,0.66045654,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8187,0.0,-0.12748648,0.0,-0.34058988,-0.28731406,-0.29081702,0.2079485,-0.19048356,2.3710709,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
7616,1.0,-0.1972301,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,-0.6200715,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
852,0.0,-0.33671734,0.0,-0.26934552,-0.28731406,-0.27407736,-0.15306515,0.9717184,-1.0131819,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4608,0.0,-0.75517905,0.0,-0.34058988,-0.28731406,-0.29081702,0.34755233,-0.26902264,0.80057514,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3159,0.0,1.8253348,0.0,-0.34058988,3.4578016,-0.02633012,3.391271,1.4817811,-0.9236617,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6249,1.0,-0.9644099,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,0.9562624,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3720,0.0,-0.33671734,0.0,-0.31633648,-0.28731406,1.6108103,-0.27666342,-0.23372418,0.4658474,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
7416,1.0,-1.1038971,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,-1.141624,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7516,0.0,-1.0341535,0.0,-0.34058988,0.011241492,0.12600094,-0.1192757,-0.26902264,1.8514643,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
6972,0.0,-0.6854354,0.0,0.1050663,-0.23776387,0.6064297,-0.27666342,-0.26902264,1.182009,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
7246,0.0,1.0581551,0.0,-0.3133048,0.62277853,-0.29081702,-0.02857768,-0.2125451,-0.95869136,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4439,0.0,-0.5459482,0.0,-0.34058988,0.13982108,-0.20544468,-0.16017872,-0.26814017,0.58455896,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2585,0.0,1.8950784,0.0,-0.34058988,0.7921273,-0.29081702,-0.19130059,-0.26902264,-0.27950555,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3246,0.0,-0.1972301,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,-0.9275539,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8160,0.0,0.6396933,0.0,-0.29208308,0.44213992,-0.29081702,-0.23042521,1.4385405,2.3496637,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
397,0.0,1.8950784,0.0,-0.27086136,-0.28041464,-0.29081702,0.27641663,-0.26902264,-1.0190202,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1317,0.0,-1.5223588,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,-0.7251604,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8362,0.3583058,-0.8249227,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,1.6646396,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
121,0.0,1.1278986,0.0,2.847216,-0.28355074,-0.29081702,-0.27666342,-0.26902264,-1.1260552,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2436,1.0,-0.8249227,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,-0.9489609,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
401,0.0,0.36071885,0.0,6.811503e-09,3.248311,-0.21548848,1.4448204,-0.21960479,-1.1163248,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
111,0.3583058,-0.1972301,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,5.235557e-09,-1.0949178,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2614,0.0,0.5699497,0.0,-0.33149484,-0.013219991,4.2987462e-09,-0.22864681,2.404836,-1.0968639,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1566,0.0,1.8950784,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,-1.1027021,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6343,1.0,0.84892416,1.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,5.235557e-09,-1.0112358,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2748,0.0,-0.6156918,0.0,0.1293197,-0.28731406,0.33524692,-0.27666342,-0.26461032,0.05911434,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5572,0.0,0.36071885,0.0,2.0044105,0.016886448,-0.12844215,-0.22420084,-0.26902264,1.0594052,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
6626,0.0,-0.5459482,0.0,-0.33907405,-0.27351525,-0.29081702,0.30042493,-0.26725772,-1.141624,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4393,1.0,-1.2433844,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,0.34713584,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6444,0.0,1.4766167,0.0,-0.26176634,0.3373946,-0.29081702,0.34577394,-0.26814017,-0.267829,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5210,1.0,0.5699497,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,0.59039724,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6638,0.0,-0.057742864,0.0,-0.34058988,-0.28731406,0.18626377,-0.15573274,0.028366912,1.6879927,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1557,1.0,-2.010564,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,-0.62396365,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6787,0.0,-1.1629966e-09,0.0,-0.34058988,-0.28041464,1.0366393,-0.27666342,-0.19489586,1.1314106,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8449,0.0,-0.12748648,0.0,-0.24509212,-0.28731406,3.0068996,-0.27666342,-0.26902264,2.2620897,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
573,0.0,-2.010564,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,-0.9003086,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3202,0.0,-0.6156918,0.0,-0.33907405,0.18937126,4.2987462e-09,-0.2579903,-0.26902264,-0.06348941,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8272,1.0,-0.9644099,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,1.62961,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1941,0.0,1.1976422,0.0,0.31122017,-0.28731406,0.278332,-0.23042521,-0.21519248,-0.49162948,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3114,0.0,0.22123161,0.0,-0.34058988,0.22073214,-0.29081702,-0.27666342,-0.26725772,-0.09851905,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5164,0.0,-0.12748648,0.0,-0.34058988,-0.28355074,-0.29081702,0.4471423,-0.17459925,0.58845115,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
7928,1.0,2.2437966,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,2.2367904,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1407,1.0,0.9186678,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,5.235557e-09,-0.95869136,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
535,0.0,-0.40646094,0.0,-0.34058988,-0.07782339,0.22811297,-0.27666342,-0.26902264,-0.91587734,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3038,1.0,0.012000752,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,-0.10046514,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6917,0.0,0.08174437,0.0,-0.3375582,-0.28731406,-0.2824472,-0.2757742,0.5799054,1.6043108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8414,1.0,-1.3828716,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,1.6763161,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3071,0.0,-0.6854354,0.0,0.053527825,-0.28731406,0.10758729,-0.15306515,-0.26196295,0.07662916,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
6128,1.0,-0.33671734,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,1.4641922,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1434,1.0,-1.1038971,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,-1.0190202,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3739,1.0,-1.1736407,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,-1.141624,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2485,1.0,-0.057742864,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,-0.7835431,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1221,0.0,-0.12748648,0.0,-0.33907405,-0.09977601,-0.28914306,0.061231136,-0.25755063,-0.653155,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
4250,0.0,1.4068731,0.0,0.9023967,-0.28668684,0.8642207,-0.017018128,-0.25755063,0.29848355,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3166,1.0,-0.12748648,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,-0.053758953,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6692,1.0,1.616104,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,1.1041653,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
7407,0.0,1.2673858,0.0,0.26119754,-0.28731406,0.24652661,-0.27666342,-0.26461032,1.3454806,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
